产品参考编码,产品/名称,产品/SKU 优先级,计量单位,包装数量,位置,位置/位置名称,可用数量,预留数量,数量,库位类型,长（cm),宽(cm),高(cm),状态,仓库,货架,位置.1,层数
71.06.AMF060-10,MF 沙发060 2107-01 两人位,other,Piece,1.0,WH/STOCK/G020820,G020820,2.0,0.0,2.0,,,,,,,,,
71.06.AMF060-10,MF 沙发060 2107-01 两人位,other,Piece,1.0,WH/STOCK/A016140,A016140,2.0,0.0,2.0,,,,,,,,,
71.06.AMF060-12,MF 沙发060 2107-01 三人位,I,Piece,1.0,WH/STOCK/A084350,A084350,2.0,0.0,2.0,,,,,,,,,
71.06.AMF060-12,MF 沙发060 2107-01 三人位,I,Piece,1.0,WH/STOCK/A083450,A083450,2.0,0.0,2.0,,,,,,,,,
71.06.AMF074-1-1/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A071850,A071850,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-2/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A071850,A071850,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-3/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A071850,A071850,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-4/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A052130,A052130,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-5/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A071850,A071850,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-1/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A092050,A092050,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-2/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A092050,A092050,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-3/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A092050,A092050,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-4/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A074620,A074620,4.0,0.0,4.0,,,,,,,,,
71.06.AMF074-1-5/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A092050,A092050,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-1/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A091750,A091750,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-2/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A091750,A091750,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-3/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A091750,A091750,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-5/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A091750,A091750,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-1/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A090550,A090550,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-2/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A090550,A090550,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-3/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A090550,A090550,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-5/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A090550,A090550,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-1/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A046050,A046050,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-2/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A046050,A046050,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-3/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A046050,A046050,1.0,0.0,1.0,,,,,,,,,
71.06.AMF074-1-5/5,MF 沙发074 2107-15,I,Piece,1.0,WH/STOCK/A046050,A046050,1.0,0.0,1.0,,,,,,,,,
73.02.3154,餐椅,I,Piece,2.0,WH/STOCK/A085440,A085440,8.0,0.0,8.0,,,,,,,,,
72.15.TGA10-5/9,四门衣柜,III,Piece,1.0,WH/STOCK/E022430,E022430,9.0,0.0,9.0,,,,,,,,,
42.02.4017,KERALA室内地砖,IV,箱,1.0,WH/PICK/E132500,E132500,19.0,0.0,19.0,,,,,,,,,
42.02.4022,KERALA室内地砖,IV,箱,1.0,WH/PICK/E132600,E132600,1.0,0.0,1.0,,,,,,,,,
71.06.AMF038-20-2/3,MF 沙发038 2107-13 ESQ.绒布 灰色,I,Piece,1.0,WH/PICK/B130700,B130700,1.0,0.0,1.0,,,,,,,,,
73.02.MMO04,餐椅,IV,Piece,1.0,WH/STOCK/C111030,C111030,24.0,0.0,24.0,,,,,,,,,
73.02.MMO04,餐椅,IV,Piece,1.0,WH/STOCK/C112020,C112020,24.0,0.0,24.0,,,,,,,,,
H06.30.0005,YM透明魔扣方形保鲜盒460ml,other,Set,60.0,WH/STOCK/D112230,D112230,480.0,0.0,480.0,,,,,,,,,
61.04.0302,TZ全棉提花贡锻五件套,IV,Set,4.0,WH/PICK/D161100,D161100,12.0,0.0,12.0,,,,,,,,,
61.04.0301,TZ全棉提花贡锻五件套,IV,Set,4.0,WH/STOCK/D162530,D162530,4.0,0.0,4.0,,,,,,,,,
64.14.0016,红酒杯,II,Piece,24.0,WH/STOCK/D173420,D173420,24.0,24.0,48.0,,,,,,,,,
60.08.0417,画框,IV,Piece,20.0,WH/STOCK/D173420,D173420,10.0,0.0,10.0,,,,,,,,,
61.04.0300,TZ全棉提花贡锻五件套,IV,Set,4.0,WH/STOCK/D183330,D183330,4.0,0.0,4.0,,,,,,,,,
61.04.0301,TZ全棉提花贡锻五件套,IV,Set,4.0,WH/STOCK/D201340,D201340,12.0,0.0,12.0,,,,,,,,,
61.04.0300,TZ全棉提花贡锻五件套,IV,Set,4.0,WH/STOCK/D142220,D142220,13.0,0.0,13.0,,,,,,,,,
64.14.0010,红酒杯,I,Piece,24.0,WH/PICK/C080100,C080100,312.0,0.0,312.0,,,,,,,,,
66.09.0052,组合式收纳盒,II,Piece,24.0,WH/PICK/C153910,C153910,312.0,0.0,312.0,,,,,,,,,
H06.30.0009,YM透明魔扣保鲜盒5号,other,Set,24.0,WH/STOCK/C113840,C113840,96.0,0.0,96.0,,,,,,,,,
H06.30.0014,YM面条收纳盒（加高款）2.25L,other,Set,24.0,WH/STOCK/B182830,B182830,168.0,0.0,168.0,,,,,,,,,
67.05.0040,卫浴套装,II,Piece,12.0,WH/STOCK/B185220,B185220,60.0,0.0,60.0,,,,,,,,,
64.14.0014,红酒杯,I,Piece,24.0,WH/STOCK/B150520,B150520,168.0,24.0,192.0,,,,,,,,,
H06.30.0009,YM透明魔扣保鲜盒5号,other,Set,24.0,WH/STOCK/D063020,D063020,288.0,0.0,288.0,,,,,,,,,
H06.30.0009,YM透明魔扣保鲜盒5号,other,Set,24.0,WH/STOCK/D112840,D112840,288.0,0.0,288.0,,,,,,,,,
H06.30.0013,YM面条收纳盒（常规款） 1.5L,other,Set,36.0,WH/PICK/C181510,C181510,216.0,0.0,216.0,,,,,,,,,
61.04.0325,TZ被套刺绣白色三件套K码,IV,Set,10.0,WH/PICK/C160810,C160810,6.0,0.0,6.0,,,,,,,,,
60.08.0416,画框,IV,Piece,20.0,WH/PICK/C160810,C160810,40.0,0.0,40.0,,,,,,,,,
60.08.0350,画架,III,Piece,10.0,WH/PICK/C160810,C160810,30.0,0.0,30.0,,,,,,,,,
67.05.0042,卫浴套装,III,Piece,24.0,WH/PICK/C161110,C161110,72.0,0.0,72.0,,,,,,,,,
67.11.0051,马桶刷,I,Piece,36.0,WH/PICK/C161110,C161110,144.0,0.0,144.0,,,,,,,,,
60.08.0415,画框,IV,Piece,20.0,WH/PICK/C171410,C171410,30.0,0.0,30.0,,,,,,,,,
64.14.0009,红酒杯,I,Piece,24.0,WH/PICK/C161510,C161510,96.0,24.0,120.0,,,,,,,,,
62.07.0033,JS67x37方形浴垫米色,I,Piece,48.0,WH/PICK/C162110,C162110,96.0,0.0,96.0,,,,,,,,,
45.09.2015,RS 台灯RS-70669-3C,IV,Piece,6.0,WH/PICK/B035410,B035410,18.0,6.0,24.0,,,,,,,,,
67.09.0034,浴帘杆,IV,Piece,24.0,WH/PICK/D051310,D051310,48.0,0.0,48.0,,,,,,,,,
67.09.0037,浴帘杆,IV,Piece,24.0,WH/PICK/D051310,D051310,48.0,0.0,48.0,,,,,,,,,
61.04.0326,TZ被套刺绣白色三件套SK码,IV,Set,10.0,WH/PICK/C161410,C161410,14.0,0.0,14.0,,,,,,,,,
61.04.0328,TZ被套刺绣灰色三件套K码,IV,Set,10.0,WH/PICK/C161410,C161410,9.0,0.0,9.0,,,,,,,,,
67.02.0034,双面浴球浴刷,III,Piece,48.0,WH/PICK/C161610,C161610,0.0,144.0,144.0,,,,,,,,,
67.09.0033,浴帘杆,IV,Piece,24.0,WH/PICK/D052310,D052310,48.0,0.0,48.0,,,,,,,,,
64.14.0018,红酒杯,II,Piece,24.0,WH/STOCK/B184230,B184230,240.0,24.0,264.0,,,,,,,,,
68.02.0063,装饰镜,IV,Piece,1.0,WH/STOCK/B183220,B183220,5.0,0.0,5.0,,,,,,,,,
40.09.0021,连体马桶,I,Piece,1.0,WH/STOCK/D110320,D110320,5.0,0.0,5.0,,,,,,,,,
40.10.0001,连体马桶,I,Piece,1.0,WH/STOCK/E212840,E212840,5.0,0.0,5.0,,,,,,,,,
62.03.0016,地毯,I,Piece,1.0,WH/PICK/E203110,E203110,6.0,0.0,6.0,,,,,,,,,
75.04.5479,办公椅,IV,Piece,3.0,WH/STOCK/E063400T,E063400T,14.0,0.0,14.0,,,,,,,,,
75.04.5479,办公椅,IV,Piece,3.0,WH/STOCK/E063400T,E063400T,6.0,0.0,6.0,,,,,,,,,
75.04.5479,办公椅,IV,Piece,3.0,WH/STOCK/E063400T,E063400T,18.0,0.0,18.0,,,,,,,,,
75.04.5479,办公椅,IV,Piece,3.0,WH/STOCK/E063400T,E063400T,18.0,0.0,18.0,,,,,,,,,
75.04.5479,办公椅,IV,Piece,3.0,WH/STOCK/E063400T,E063400T,18.0,0.0,18.0,,,,,,,,,
75.04.5479,办公椅,IV,Piece,3.0,WH/STOCK/E063400T,E063400T,8.0,0.0,8.0,,,,,,,,,
75.04.5479,办公椅,IV,Piece,3.0,WH/STOCK/E063400T,E063400T,18.0,0.0,18.0,,,,,,,,,
75.04.5479,办公椅,IV,Piece,3.0,WH/STOCK/E063400T,E063400T,18.0,0.0,18.0,,,,,,,,,
75.04.5479,办公椅,IV,Piece,3.0,WH/STOCK/E063400T,E063400T,18.0,0.0,18.0,,,,,,,,,
75.04.5479,办公椅,IV,Piece,3.0,WH/STOCK/E063400T,E063400T,16.0,0.0,16.0,,,,,,,,,
40.09.0021,连体马桶,I,Piece,1.0,WH/STOCK/C062740,C062740,3.0,0.0,3.0,,,,,,,,,
40.16.0010-1/2,Pedestal Sink,I,Set,1.0,WH/STOCK/D060240,D060240,0.0,9.0,9.0,,,,,,,,,
40.16.0010-2/2,Pedestal Sink,I,Set,1.0,WH/STOCK/D060240,D060240,0.0,4.0,4.0,,,,,,,,,
40.16.0010-2/2,Pedestal Sink,I,Set,1.0,WH/STOCK/C242520,C242520,0.0,1.0,1.0,,,,,,,,,
40.09.0030,连体马桶,I,Piece,1.0,WH/PICK/D183600,D183600,1.0,0.0,1.0,,,,,,,,,
40.10.0001,连体马桶,I,Piece,1.0,WH/STOCK/E041820,E041820,5.0,0.0,5.0,,,,,,,,,
40.09.0007,连体马桶,V,Piece,1.0,WH/STOCK/C232630,C232630,3.0,0.0,3.0,,,,,,,,,
75.04.5486,办公椅,IV,Piece,1.0,WH/STOCK/A081140,A081140,1.0,0.0,1.0,,,,,,,,,
75.04.5486,办公椅,IV,Piece,1.0,WH/STOCK/A081140,A081140,2.0,0.0,2.0,,,,,,,,,
40.09.0007,连体马桶,V,Piece,1.0,WH/STOCK/C221220,C221220,5.0,0.0,5.0,,,,,,,,,
40.10.0001,连体马桶,I,Piece,1.0,WH/STOCK/E041920,E041920,5.0,0.0,5.0,,,,,,,,,
40.09.0030,连体马桶,I,Piece,1.0,WH/STOCK/E041720,E041720,0.0,3.0,3.0,,,,,,,,,
40.48.0001,浴室挂件套装,I,Piece,5.0,WH/STOCK/C062640,C062640,35.0,5.0,40.0,,,,,,,,,
40.48.0001,浴室挂件套装,I,Piece,5.0,WH/STOCK/C143630,C143630,60.0,0.0,60.0,,,,,,,,,
60.08.0419,画板,IV,Piece,80.0,WH/PICK/C142410,C142410,160.0,0.0,160.0,,,,,,,,,
62.07.0032,JS68x38编织纹浴垫米色,I,Piece,48.0,WH/PICK/C142410,C142410,96.0,0.0,96.0,,,,,,,,,
66.09.0038,方形储物罐,II,Piece,12.0,WH/PICK/C164010,C164010,48.0,0.0,48.0,,,,,,,,,
66.09.0043,防潮密封罐,I,Piece,24.0,WH/PICK/C153710,C153710,264.0,0.0,264.0,,,,,,,,,
60.08.0351,画架,III,Piece,10.0,WH/PICK/C154010,C154010,30.0,0.0,30.0,,,,,,,,,
H02.01.0001,RLH鹅毛靠垫芯RL,other,Set,10.0,WH/STOCK/D150130,D150130,100.0,0.0,100.0,,,,,,,,,
66.09.0111,WJN双层饮料收纳盒,IV,Piece,12.0,WH/STOCK/C173640,C173640,84.0,0.0,84.0,,,,,,,,,
73.02.MMO04,餐椅,IV,Piece,1.0,WH/PICK/C120600,C120600,24.0,0.0,24.0,,,,,,,,,
40.09.0021,连体马桶,I,Piece,1.0,WH/STOCK/E112420,E112420,5.0,0.0,5.0,,,,,,,,,
40.09.0021,连体马桶,I,Piece,1.0,WH/STOCK/E231620,E231620,5.0,0.0,5.0,,,,,,,,,
40.09.0021,连体马桶,I,Piece,1.0,WH/STOCK/E221730,E221730,5.0,0.0,5.0,,,,,,,,,
40.09.0007,连体马桶,V,Piece,1.0,WH/STOCK/E171520,E171520,5.0,0.0,5.0,,,,,,,,,
40.09.0021,连体马桶,I,Piece,1.0,WH/STOCK/E111020,E111020,5.0,0.0,5.0,,,,,,,,,
40.09.0033,连体马桶,III,Piece,1.0,WH/STOCK/E110620,E110620,5.0,0.0,5.0,,,,,,,,,
40.09.0021,连体马桶,I,Piece,1.0,WH/STOCK/E171830,E171830,5.0,0.0,5.0,,,,,,,,,
73.02.MMO04,餐椅,IV,Piece,1.0,WH/PICK/C120600,C120600,24.0,0.0,24.0,,,,,,,,,
40.09.0007,连体马桶,V,Piece,1.0,WH/STOCK/E140330,E140330,5.0,0.0,5.0,,,,,,,,,
40.09.0038,SJ 直冲连体坐便器SJM8079-250mm,IV,Piece,1.0,WH/STOCK/B154220,B154220,5.0,0.0,5.0,,,,,,,,,
40.09.0007,连体马桶,V,Piece,1.0,WH/STOCK/D063840,D063840,5.0,0.0,5.0,,,,,,,,,
40.09.0007,连体马桶,V,Piece,1.0,WH/STOCK/D071640,D071640,5.0,0.0,5.0,,,,,,,,,
40.09.0007,连体马桶,V,Piece,1.0,WH/STOCK/D071540,D071540,5.0,0.0,5.0,,,,,,,,,
73.06.MMO06-2/2,Bar Table,IV,Piece,2.0,WH/STOCK/E222030,E222030,4.0,0.0,4.0,,,,,,,,,
40.09.0007,连体马桶,V,Piece,1.0,WH/PICK/D071400,D071400,3.0,0.0,3.0,,,,,,,,,
73.02.MMO04,餐椅,IV,Piece,1.0,WH/STOCK/E213020,E213020,24.0,0.0,24.0,,,,,,,,,
40.09.0007,连体马桶,V,Piece,1.0,WH/STOCK/C043630,C043630,5.0,0.0,5.0,,,,,,,,,
40.09.0007,连体马桶,V,Piece,1.0,WH/PICK/C163000,C163000,5.0,0.0,5.0,,,,,,,,,
40.16.0010-1/2,Pedestal Sink,I,Set,1.0,WH/PICK/C070200,C070200,0.0,4.0,4.0,,,,,,,,,
40.16.0010-2/2,Pedestal Sink,I,Set,1.0,WH/PICK/C070200,C070200,0.0,9.0,9.0,,,,,,,,,
40.09.0007,连体马桶,V,Piece,1.0,WH/STOCK/C070830,C070830,5.0,0.0,5.0,,,,,,,,,
40.10.0001,连体马桶,I,Piece,1.0,WH/STOCK/C070730,C070730,5.0,0.0,5.0,,,,,,,,,
40.10.0001,连体马桶,I,Piece,1.0,WH/STOCK/C213840,C213840,5.0,0.0,5.0,,,,,,,,,
73.06.MMO06-2/2,Bar Table,IV,Piece,2.0,WH/STOCK/E213120,E213120,4.0,0.0,4.0,,,,,,,,,
40.09.0030,连体马桶,I,Piece,1.0,WH/STOCK/C162840,C162840,1.0,4.0,5.0,,,,,,,,,
40.10.0001,连体马桶,I,Piece,1.0,WH/STOCK/C163720,C163720,5.0,0.0,5.0,,,,,,,,,
H06.30.0009,YM透明魔扣保鲜盒5号,other,Set,24.0,WH/STOCK/C113440,C113440,288.0,0.0,288.0,,,,,,,,,
73.01.MMO02,餐桌1.6M及以下,IV,Piece,1.0,WH/STOCK/E181220,E181220,10.0,0.0,10.0,,,,,,,,,
45.09.2012,RS 台灯RS-857,IV,Piece,4.0,WH/STOCK/C112320,C112320,48.0,0.0,48.0,,,,,,,,,
64.14.0011,红酒杯,I,Piece,24.0,WH/STOCK/B161320,B161320,264.0,0.0,264.0,,,,,,,,,
73.06.MMO06-2/2,Bar Table,IV,Piece,2.0,WH/STOCK/E191020,E191020,4.0,0.0,4.0,,,,,,,,,
H06.30.0014,YM面条收纳盒（加高款）2.25L,other,Set,24.0,WH/STOCK/E070320,E070320,288.0,0.0,288.0,,,,,,,,,
64.14.0011,红酒杯,I,Piece,24.0,WH/STOCK/C113130,C113130,240.0,0.0,240.0,,,,,,,,,
40.08.0037-1/2,Separate Toilet,I,Set,1.0,WH/STOCK/E190730,E190730,5.0,0.0,5.0,,,,,,,,,
40.08.0037-2/2,Separate Toilet,I,Set,1.0,WH/STOCK/E190730,E190730,5.0,0.0,5.0,,,,,,,,,
H06.30.0008,YM透明魔扣方形保鲜盒4号,other,Set,36.0,WH/STOCK/C113430,C113430,180.0,0.0,180.0,,,,,,,,,
H06.30.0007,YM透明魔扣方形保鲜盒3号,other,Set,48.0,WH/STOCK/C113340,C113340,480.0,0.0,480.0,,,,,,,,,
64.14.0012,红酒杯,I,Piece,24.0,WH/STOCK/C113640,C113640,72.0,48.0,120.0,,,,,,,,,
H06.30.0006,YM透明魔扣方形保鲜盒2号,other,Set,48.0,WH/STOCK/D150520,D150520,480.0,0.0,480.0,,,,,,,,,
64.14.0022,红酒杯,I,Piece,24.0,WH/STOCK/D151520,D151520,240.0,24.0,264.0,,,,,,,,,
61.04.0300,TZ全棉提花贡锻五件套,IV,Set,4.0,WH/STOCK/D152420,D152420,16.0,0.0,16.0,,,,,,,,,
61.04.0305,TZ全棉提花贡锻五件套,IV,Set,4.0,WH/STOCK/D153320,D153320,5.0,0.0,5.0,,,,,,,,,
73.06.MMO06-1/2,Bar Table,IV,Piece,2.0,WH/STOCK/E080630,E080630,15.0,0.0,15.0,,,,,,,,,
50.05.AICC6021,ICC MIEDA 油烟机 60M21,other,Piece,1.0,WH/PICK/C201410,C201410,1.0,0.0,1.0,,,,,,,,,
64.22.0168,CX宫廷金色餐刀,IV,Piece,120.0,WH/PICK/D153940,D153940,0.0,120.0,120.0,,,,,,,,,
75.01.5835-3/5,Office Desk 2.4m,,Piece,1.0,WH/PICK/B192800,B192800,10.0,0.0,10.0,,,,,,,,,
64.22.0170,CX宫廷金色餐勺,IV,Piece,120.0,WH/PICK/D153940,D153940,120.0,0.0,120.0,,,,,,,,,
75.02.5834-2/2,Office Desk 1.4m,,Piece,1.0,WH/STOCK/B164420,B164420,10.0,0.0,10.0,,,,,,,,,
73.06.MMO07-1/2,Bar Stool,IV,Piece,2.0,WH/STOCK/E181430,E181430,16.0,0.0,16.0,,,,,,,,,
73.06.MMO07-2/2,Bar Stool,IV,Piece,2.0,WH/STOCK/E181430,E181430,16.0,0.0,16.0,,,,,,,,,
73.01.MMO05-2/2,餐椅,IV,Piece,2.0,WH/PICK/C070100,C070100,15.0,0.0,15.0,,,,,,,,,
73.02.MMO04,餐椅,IV,Piece,1.0,WH/PICK/C131400,C131400,24.0,0.0,24.0,,,,,,,,,
73.01.MMO02,餐桌1.6M及以下,IV,Piece,1.0,WH/STOCK/C142330,C142330,10.0,0.0,10.0,,,,,,,,,
73.02.MMO04,餐椅,IV,Piece,1.0,WH/STOCK/D053040,D053040,24.0,0.0,24.0,,,,,,,,,
40.08.0037-2/2,Separate Toilet,I,Set,1.0,WH/STOCK/D153120,D153120,7.0,0.0,7.0,,,,,,,,,
40.08.0037-1/2,Separate Toilet,I,Set,1.0,WH/STOCK/D153120,D153120,7.0,0.0,7.0,,,,,,,,,
73.06.MMO06-2/2,Bar Table,IV,Piece,2.0,WH/STOCK/B155020,B155020,4.0,0.0,4.0,,,,,,,,,
73.06.MMO06-2/2,Bar Table,IV,Piece,2.0,WH/STOCK/B175020,B175020,4.0,0.0,4.0,,,,,,,,,
73.02.MMO04,餐椅,IV,Piece,1.0,WH/PICK/B174500,B174500,4.0,0.0,4.0,,,,,,,,,
73.01.MMO05-2/2,餐椅,IV,Piece,2.0,WH/STOCK/B170820,B170820,8.0,0.0,8.0,,,,,,,,,
71.06.AMF001-85-1/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C082800,C082800,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-2/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C082800,C082800,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-3/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C082800,C082800,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-4/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C082800,C082800,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-1/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C082700,C082700,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-2/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C082700,C082700,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-3/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C082700,C082700,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-4/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C082700,C082700,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-1/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C082600,C082600,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-2/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C082600,C082600,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-3/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C082600,C082600,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-4/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C082600,C082600,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-1/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C112600,C112600,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-2/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C112600,C112600,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-3/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C112600,C112600,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-4/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C112600,C112600,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-1/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C112800,C112800,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-2/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C112800,C112800,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-3/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C112800,C112800,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-85-4/4,MF 沙发001 2107-01 ESQ.绒布 白色,other,Piece,1.0,WH/PICK/C112800,C112800,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-1/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C081200,C081200,0.0,0.0,0.0,,,,,,,,,
71.06.AMF001-156-2/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C081200,C081200,0.0,0.0,0.0,,,,,,,,,
71.06.AMF001-156-3/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C081200,C081200,0.0,0.0,0.0,,,,,,,,,
71.06.AMF001-156-4/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C081200,C081200,0.0,0.0,0.0,,,,,,,,,
71.06.AMF001-156-1/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C081100,C081100,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-2/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C081100,C081100,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-3/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C081100,C081100,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-4/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C081100,C081100,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-1/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C080900,C080900,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-2/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C080900,C080900,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-3/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C080900,C080900,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-4/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C080900,C080900,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-1/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C080700,C080700,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-2/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C080700,C080700,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-3/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C080700,C080700,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-4/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C080700,C080700,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-1/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C110700,C110700,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-2/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C110700,C110700,1.0,0.0,1.0,,,,,,,,,
71.06.AMF001-156-3/4,MF 沙發001 6169-18 右位,other,Piece,1.0,WH/PICK/C110700,C110700,1.0,0.0,1.0,,,,,,,,,
